as_of_date,account_id,symbol,quantity,avg_cost,market_value_usd,unrealized_pnl_usd
2026-04-21,A000000097,XJED,100,376.236,21635.7,-15987.9
2026-04-21,A000000097,RXIRR,100,15.7304,1522.28,-50.76
2026-04-21,A000000097,CZV,100,260.2803,22710.22,-3317.81
2026-04-21,A000000097,UGIE,5000,325.9665,2714217.33,1084384.83
2026-04-21,A000000097,ODGF,1000,395.3327,417903.48,22570.78
2026-04-21,A000000097,ZMHJN,1000,415.1899,185083.31,-230106.59
2026-04-21,A000000097,CCT,2500,144.006,394196.27,34181.27
2026-04-21,A000000098,ZMHJN,200,402.8423,37016.66,-43551.8
2026-04-21,A000000099,HXMDW,200,707.81,176804.91,35242.91
2026-04-21,A000000099,IMG,5000,602.942,2191126.59,-823583.41
2026-04-21,A000000099,JBM,200,607.1055,86380.51,-35040.59
2026-04-21,A000000099,ORI,500,207.8156,133763.57,29855.77
2026-04-21,A000000099,IAWGP,1000,536.5992,711016.89,174417.69
2026-04-21,A000000099,ZYVC,500,107.5029,63665.91,9914.46
2026-04-21,A000000100,VUVE,200,342.9151,64201.62,-4381.4
2026-04-21,A000000100,ZYVC,1000,83.3287,127331.82,44003.12
2026-04-21,A000000100,SNO,100,187.7963,36714.37,17934.74
2026-04-21,A000000101,EFYM,500,107.2083,100107.32,46503.17
2026-04-21,A000000101,ZYVC,5000,114.9125,636659.1,62096.6
2026-04-21,A000000102,SDSL,2500,274.2901,842149.7,156424.45
2026-04-21,A000000102,JOERN,100,650.0115,49875.26,-15125.89
2026-04-21,A000000102,THIVN,1000,882.2865,954683.91,72397.41
2026-04-21,A000000103,PSPEQ,1000,839.083,721662.71,-117420.29
2026-04-21,A000000103,MOXDD,1000,449.7932,608747.48,158954.28
2026-04-21,A000000105,DHWMA,5000,257.2886,1678770.95,392327.95
2026-04-21,A000000105,YRETH,2500,555.1721,1044011.16,-343919.09
2026-04-21,A000000105,BMW,500,328.531,422629.83,258364.33
2026-04-21,A000000105,HHYZ,500,898.4836,372016.42,-77225.38
2026-04-21,A000000105,FCVJ,500,116.8338,93643.24,35226.34
2026-04-21,A000000105,FBYB,5000,749.4655,5414323.43,1666995.93
2026-04-21,A000000106,CZV,2500,188.7804,567755.54,95804.54
2026-04-21,A000000106,RXIRR,5000,16.8757,76114.05,-8264.45
2026-04-21,A000000106,MURH,1000,302.4569,362462.92,60006.02
2026-04-21,A000000106,YUQR,1000,449.7051,636410.56,186705.46
2026-04-21,A000000106,CLW,200,1028.8606,105945.03,-99827.09
2026-04-21,A000000107,SHI,1000,294.7332,164275.24,-130457.96
2026-04-21,A000000107,YRETH,1000,601.2323,417604.46,-183627.84
2026-04-21,A000000108,LYYA,100,112.9361,10049.06,-1244.55
2026-04-21,A000000108,NKII,500,495.5514,348262.98,100487.28
2026-04-21,A000000108,NGQ,5000,327.4769,1506637.97,-130746.53
2026-04-21,A000000108,CAHM,5000,676.3454,6052510.84,2670783.84
2026-04-21,A000000108,HHYZ,2500,925.2875,1860082.11,-453136.64
2026-04-21,A000000109,TEH,500,591.2491,485591.75,189967.2
2026-04-21,A000000109,JBM,5000,687.8827,2159512.65,-1279900.85
2026-04-21,A000000109,CCT,5000,160.0635,788392.53,-11924.97
2026-04-21,A000000111,JOERN,100,510.5006,49875.26,-1174.8
2026-04-21,A000000111,VUVE,1000,320.7156,321008.11,292.51
2026-04-21,A000000111,ODGF,1000,363.1989,417903.48,54704.58
2026-04-21,A000000111,ZCAI,5000,208.4643,1404378.06,362056.56
2026-04-21,A000000112,SHI,100,283.3959,16427.52,-11912.07
2026-04-21,A000000112,XREL,100,780.8464,67639.61,-10445.03
2026-04-21,A000000112,MGLSG,5000,523.5365,4878653.26,2260970.76
2026-04-21,A000000112,HXMDW,200,553.9518,176804.91,66014.55
2026-04-21,A000000113,ELSO,2500,455.8466,546210.3,-593406.2
2026-04-21,A000000113,MER,2500,460.4094,856642.62,-294380.88
2026-04-21,A000000113,LAHK,1000,81.0857,77728.33,-3357.37
2026-04-21,A000000113,YNUS,5000,435.1125,2094635.51,-80926.99
2026-04-21,A000000113,YAVU,2500,117.7396,564794.87,270445.87
2026-04-21,A000000113,CCT,5000,150.4445,788392.53,36170.03
2026-04-21,A000000114,JISTW,100,45.3095,5293.24,762.29
2026-04-21,A000000114,YRETH,1000,433.7354,417604.46,-16130.94
2026-04-21,A000000114,PLR,1000,449.23,421402.86,-27827.14
2026-04-21,A000000115,ILP,100,609.1776,84398.17,23480.41
2026-04-21,A000000115,MURH,1000,322.9906,362462.92,39472.32
2026-04-21,A000000115,CLW,2500,824.4899,1324312.83,-736911.92
2026-04-21,A000000115,DNFO,2500,326.3323,769043.21,-46787.54
2026-04-21,A000000115,FCVJ,2500,135.302,468216.18,129961.18
2026-04-21,A000000116,ZNPJ,100,225.7522,37856.06,15280.84
2026-04-21,A000000116,HJD,2500,734.593,2678746.83,842264.33
2026-04-21,A000000118,JBM,100,541.1851,43190.25,-10928.26
2026-04-21,A000000118,XVGQO,5000,398.2414,1915091.38,-76115.62
2026-04-21,A000000118,XJED,500,342.3885,108178.52,-63015.73
2026-04-21,A000000118,HQPT,5000,51.7961,271454.61,12474.11
2026-04-21,A000000118,DDTO,100,241.1805,26343.61,2225.56
2026-04-21,A000000118,LAHK,5000,120.959,388641.64,-216153.36
2026-04-21,A000000118,TIFI,200,156.2668,25862.25,-5391.11
2026-04-21,A000000118,MER,100,462.9767,34265.7,-12031.97
2026-04-21,A000000119,BMK,500,399.413,175529.43,-24177.07
2026-04-21,A000000119,TTZQ,200,313.8218,57480.48,-5283.88
2026-04-21,A000000119,TCLH,1000,586.6739,853072.88,266398.98
2026-04-21,A000000120,LAHK,2500,111.8439,194320.82,-85288.93
2026-04-21,A000000121,DDTO,1000,219.3085,263436.06,44127.56
2026-04-21,A000000121,KLO,2500,118.4535,358097.57,61963.82
2026-04-21,A000000121,MURH,5000,328.2038,1812314.58,171295.58
2026-04-21,A000000121,TIFI,5000,208.1705,646556.26,-394296.24
2026-04-21,A000000121,QZIZI,100,392.4922,77067.61,37818.39
2026-04-21,A000000122,BIBMX,500,125.5913,76771.48,13975.83
2026-04-21,A000000122,HZYB,5000,372.7018,2111488.01,247979.01
2026-04-21,A000000122,ZCAI,200,260.1743,56175.12,4140.26
2026-04-21,A000000122,DNFO,200,291.385,61523.46,3246.46
2026-04-21,A000000123,SDSL,5000,364.9899,1684299.4,-140650.1
2026-04-21,A000000123,HXMDW,1000,691.3797,884024.56,192644.86
2026-04-21,A000000123,VNCR,5000,43.512,334967.43,117407.43
2026-04-21,A000000123,HHYZ,2500,593.4149,1860082.11,376544.86
2026-04-21,A000000124,UCEN,5000,108.0665,491175.08,-49157.42
2026-04-21,A000000124,YUQR,200,385.5962,127282.11,50162.87
2026-04-21,A000000124,AHF,200,621.9533,308997.03,184606.37
2026-04-21,A000000124,TIFI,1000,266.8875,129311.25,-137576.25
2026-04-21,A000000124,ORI,5000,230.1625,1337635.74,186823.24
2026-04-21,A000000125,ODGF,2500,342.6247,1044758.69,188196.94
2026-04-21,A000000125,NTUX,2500,553.5288,1215597.58,-168224.42
2026-04-21,A000000125,JISTW,5000,30.3778,264661.94,112772.94
2026-04-21,A000000125,ZNZWA,1000,142.8989,150040.76,7141.86
2026-04-21,A000000125,YRETH,2500,424.9635,1044011.16,-18397.59
2026-04-21,A000000125,THIVN,200,965.8395,190936.78,-2231.12
2026-04-21,A000000126,MWXE,1000,474.256,128978.64,-345277.36
2026-04-21,A000000126,FCVJ,2500,173.1474,468216.18,35347.68
2026-04-21,A000000126,BIBMX,5000,95.1634,767714.79,291897.79
2026-04-21,A000000126,ODGF,100,394.1953,41790.35,2370.82
2026-04-21,A000000126,MGLSG,5000,647.7575,4878653.26,1639865.76
2026-04-21,A000000127,CIM,100,874.4873,84337.13,-3111.6
2026-04-21,A000000127,VTZM,2500,162.75,469539.88,62664.88
2026-04-21,A000000127,MER,200,427.2749,68531.41,-16923.57
2026-04-21,A000000128,ZNPJ,2500,212.4425,946401.52,415295.27
2026-04-21,A000000128,BIBMX,100,112.7391,15354.3,4080.39
2026-04-21,A000000128,QZIZI,200,435.201,154135.22,67095.02
2026-04-21,A000000128,WXQLM,500,517.5896,340166.25,81371.45
2026-04-21,A000000128,HORT,100,580.3566,82487.73,24452.07
2026-04-21,A000000129,HZYB,500,220.1358,211148.8,101080.9
2026-04-21,A000000129,VUVE,2500,372.4262,802520.28,-128545.22
2026-04-21,A000000129,DLYFL,5000,40.0229,94979.13,-105135.37
2026-04-21,A000000129,CLW,100,790.0694,52972.51,-26034.43
2026-04-21,A000000129,MWXE,1000,551.8575,128978.64,-422878.86
2026-04-21,A000000129,HHSJ,1000,634.3559,410291.62,-224064.28
2026-04-21,A000000129,QLRI,200,919.2638,65832.75,-118020.01
2026-04-21,A000000129,YUQR,2500,408.1226,1591026.4,570719.9
2026-04-21,A000000131,VNCR,200,56.629,13398.7,2072.9
2026-04-21,A000000131,BDFL,2500,87.6896,161553.74,-57670.26
2026-04-21,A000000131,AHF,200,755.1843,308997.03,157960.17
2026-04-21,A000000131,WXQLM,500,400.359,340166.25,139986.75
2026-04-21,A000000131,CCT,100,156.8044,15767.85,87.41
2026-04-21,A000000132,HQJJ,100,916.8937,53620.48,-38068.89
2026-04-21,A000000132,THIVN,200,648.2212,190936.78,61292.54
2026-04-21,A000000132,TEH,5000,407.0476,4855917.52,2820679.52
2026-04-21,A000000132,QZIZI,1000,519.6007,770676.1,251075.4
2026-04-21,A000000133,MWXE,2500,581.391,322446.6,-1131030.9
2026-04-21,A000000133,NKII,500,438.8137,348262.98,128856.13
2026-04-21,A000000133,COBO,1000,280.687,330746.42,50059.42
2026-04-21,A000000134,TEH,500,458.1069,485591.75,256538.3
2026-04-21,A000000134,HXFE,1000,365.8616,305729.88,-60131.72
2026-04-21,A000000135,TTZQ,100,548.3162,28740.24,-26091.38
2026-04-21,A000000135,YUQR,200,574.88,127282.11,12306.11
2026-04-21,A000000135,XJED,200,343.3779,43271.41,-25404.17
2026-04-21,A000000135,HHSJ,100,397.3009,41029.16,1299.07
2026-04-21,A000000136,ZMHJN,5000,324.3506,925416.57,-696336.43
2026-04-21,A000000136,XREL,100,636.634,67639.61,3976.21
2026-04-21,A000000136,BDFL,200,64.5434,12924.3,15.62
2026-04-21,A000000136,CIM,2500,649.7044,2108428.3,484167.3
2026-04-21,A000000136,ZNZWA,2500,108.8517,375101.91,102972.66
2026-04-21,A000000136,HQJJ,200,754.8095,107240.97,-43720.93
2026-04-21,A000000136,THIVN,500,828.679,477341.96,63002.46
2026-04-21,A000000137,BMW,2500,315.5198,2113149.15,1324349.65
2026-04-21,A000000137,TEH,100,547.9855,97118.35,42319.8
2026-04-21,A000000137,HHSJ,1000,638.3582,410291.62,-228066.58
2026-04-21,A000000137,UPIL,1000,161.3239,320003.59,158679.69
2026-04-21,A000000137,JBM,1000,564.7949,431902.53,-132892.37
2026-04-21,A000000137,HXFE,5000,389.2036,1528649.38,-417368.62
2026-04-21,A000000137,THIVN,200,555.8738,190936.78,79762.02
2026-04-21,A000000138,MURH,500,478.1477,181231.46,-57842.39
2026-04-21,A000000140,BIBMX,2500,111.3978,383857.39,105362.89
2026-04-21,A000000140,ILP,2500,652.6795,2109954.15,478255.4
2026-04-21,A000000140,KTEKC,200,348.8798,59354.76,-10421.2
2026-04-21,A000000140,DLYFL,100,43.6892,1899.58,-2469.34
2026-04-21,A000000140,OUNA,200,719.7289,160358.87,16413.09
2026-04-21,A000000140,LYYA,2500,95.3677,251226.41,12807.16
2026-04-21,A000000140,HZYB,1000,300.8186,422297.6,121479.0
2026-04-21,A000000140,RFDY,200,231.5164,119418.61,73115.33
2026-04-21,A000000141,YUQR,5000,612.445,3182052.79,119827.79
2026-04-21,A000000141,HZYB,5000,244.4749,2111488.01,889113.51
2026-04-21,A000000141,OIOO,500,780.302,426324.4,36173.4
2026-04-21,A000000142,ODGF,200,445.3939,83580.7,-5498.08
2026-04-21,A000000142,MURH,500,483.4021,181231.46,-60469.59
2026-04-21,A000000142,PSPEQ,200,495.6768,144332.54,45197.18
2026-04-21,A000000142,LUCRW,1000,54.2376,59985.51,5747.91
2026-04-21,A000000142,UMBT,200,508.0015,68669.46,-32930.84
2026-04-21,A000000142,NPWW,2500,857.7883,1567372.5,-577098.25
2026-04-21,A000000142,HXMDW,5000,504.8202,4420122.82,1896021.82
2026-04-21,A000000142,FBYB,2500,458.2549,2707161.72,1561524.47
2026-04-21,A000000144,LUCRW,5000,63.4761,299927.57,-17452.93
2026-04-21,A000000144,UPIL,1000,208.1705,320003.59,111833.09
2026-04-21,A000000144,MURH,2500,521.2641,906157.29,-397002.96
2026-04-21,A000000144,HORT,500,553.3778,412438.66,135749.76
2026-04-21,A000000144,MER,500,488.743,171328.52,-73042.98
2026-04-21,A000000144,CIM,5000,829.7653,4216856.6,68030.1
2026-04-21,A000000145,XREL,5000,692.9697,3381980.28,-82868.22
2026-04-21,A000000145,TCLH,2500,501.4235,2132682.2,879123.45
2026-04-21,A000000145,DLYFL,1000,26.6194,18995.83,-7623.57
2026-04-21,A000000145,BIBMX,1000,114.978,153542.96,38564.96
2026-04-21,A000000146,UCEN,1000,129.791,98235.02,-31555.98
2026-04-21,A000000146,CLW,200,816.2305,105945.03,-57301.07
2026-04-21,A000000146,HHSJ,5000,556.9267,2051458.08,-733175.42
2026-04-21,A000000146,HXFE,500,409.5473,152864.94,-51908.71
2026-04-21,A000000146,YRETH,200,527.3121,83520.89,-21941.53
2026-04-21,A000000149,PSPEQ,200,783.7108,144332.54,-12409.62
2026-04-21,A000000150,HORT,500,624.9771,412438.66,99950.11
2026-04-21,A000000150,UMBT,5000,406.8085,1716736.53,-317305.97
2026-04-21,A000000150,ADLJL,200,148.6496,42406.0,12676.08
2026-04-21,A000000150,CZV,5000,298.6523,1135511.08,-357750.42
2026-04-21,A000000150,HQJJ,1000,705.9759,536204.83,-169771.07
2026-04-21,A000000151,ZQME,2500,317.8548,679710.05,-114926.95
2026-04-21,A000000151,HQJJ,2500,735.4794,1340512.07,-498186.43
2026-04-21,A000000151,KLO,200,119.1389,28647.81,4820.03
2026-04-21,A000000151,VUVE,5000,236.6768,1605040.57,421656.57
2026-04-21,A000000151,ZGOJ,5000,873.206,3971647.71,-394382.29
2026-04-21,A000000151,YUQR,2500,444.9209,1591026.4,478724.15
2026-04-21,A000000152,EFYM,1000,108.0263,200214.63,92188.33
2026-04-21,A000000152,TTZQ,2500,357.1008,718505.96,-174246.04
2026-04-21,A000000152,AWOX,2500,389.6815,822576.2,-151627.55
2026-04-21,A000000153,HQPT,1000,73.3041,54290.92,-19013.18
2026-04-21,A000000153,CIM,500,822.3185,421685.66,10526.41
2026-04-21,A000000153,XREL,100,568.5084,67639.61,10788.77
2026-04-21,A000000154,BDFL,1000,93.692,64621.5,-29070.5
2026-04-21,A000000154,ADLJL,2500,194.9332,530075.02,42742.02
2026-04-21,A000000154,MOXDD,100,647.0988,60874.75,-3835.13
2026-04-21,A000000154,SDSL,2500,330.2186,842149.7,16603.2
2026-04-21,A000000154,XVGQO,5000,659.5553,1915091.38,-1382685.12
2026-04-21,A000000154,PJAWE,5000,515.1897,2833423.74,257475.24
2026-04-21,A000000155,MOXDD,100,621.5705,60874.75,-1282.3
2026-04-21,A000000155,SDSL,200,422.9432,67371.98,-17216.66
2026-04-21,A000000155,ADLJL,2500,208.8367,530075.02,7983.27
2026-04-21,A000000155,ZNPJ,200,229.4066,75712.12,29830.8
2026-04-21,A000000155,OUNA,1000,592.5688,801794.34,209225.54
2026-04-21,A000000156,RBQA,100,554.1102,66855.53,11444.51
2026-04-21,A000000156,SDSL,5000,415.7405,1684299.4,-394403.1
2026-04-21,A000000156,QLRI,500,848.9854,164581.87,-259910.83
2026-04-21,A000000157,XREL,100,766.4895,67639.61,-9009.34
2026-04-21,A000000157,HQPT,500,66.9756,27145.46,-6342.34
2026-04-21,A000000157,ELSO,2500,383.6368,546210.3,-412881.7
2026-04-21,A000000157,BMK,200,285.2646,70211.77,13158.85
2026-04-21,A000000157,VNCR,1000,66.7718,66993.49,221.69
2026-04-21,A000000157,THIVN,100,872.6969,95468.39,8198.7
2026-04-21,A000000157,CZV,5000,283.3285,1135511.08,-281131.42
2026-04-21,A000000157,JOERN,2500,424.2969,1246881.44,186139.19
2026-04-21,A000000158,LYYA,500,86.6938,50245.28,6898.38
2026-04-21,A000000158,QZIZI,5000,559.6046,3853380.49,1055357.49
2026-04-21,A000000158,ZQLN,5000,466.2064,2138496.93,-192535.07
2026-04-21,A000000158,JISTW,500,32.7809,26466.19,10075.74
2026-04-21,A000000158,KTEKC,2500,292.5509,741934.56,10557.31
2026-04-21,A000000158,DLYFL,5000,30.0582,94979.13,-55311.87
2026-04-21,A000000159,HQPT,2500,46.1536,135727.31,20343.31
2026-04-21,A000000160,MWXE,5000,474.8716,644893.19,-1729464.81
2026-04-21,A000000160,RXIRR,5000,14.7752,76114.05,2238.05
2026-04-21,A000000160,ZMHJN,500,363.539,92541.66,-89227.84
2026-04-21,A000000160,FZUGM,500,102.4294,71644.19,20429.49
2026-04-21,A000000160,HORT,100,561.3221,82487.73,26355.52
2026-04-21,A000000161,NTUX,200,463.9912,97247.81,4449.57
2026-04-21,A000000162,MER,2500,544.7717,856642.62,-505286.63
2026-04-21,A000000162,BMK,1000,344.1271,351058.86,6931.76
2026-04-21,A000000162,RFDY,200,266.3614,119418.61,66146.33
2026-04-21,A000000162,KTEKC,2500,241.9594,741934.56,137036.06
2026-04-21,A000000162,DDTO,200,257.6094,52687.21,1165.33
2026-04-21,A000000162,ZGOJ,500,863.5919,397164.77,-34631.18
2026-04-21,A000000163,BMW,200,391.1718,169051.93,90817.57
2026-04-21,A000000163,CIM,1000,706.0537,843371.32,137317.62
2026-04-21,A000000163,LAHK,5000,88.3729,388641.64,-53222.86
2026-04-21,A000000164,HQPT,500,68.5479,27145.46,-7128.49
2026-04-21,A000000164,ZQME,500,270.4298,135942.01,727.11
2026-04-21,A000000164,MWXE,2500,551.7677,322446.6,-1056972.65
2026-04-21,A000000165,MGLSG,200,723.6379,195146.13,50418.55
2026-04-21,A000000165,NGQ,500,410.881,150663.8,-54776.7
2026-04-21,A000000165,TCLH,1000,588.4592,853072.88,264613.68
2026-04-21,A000000165,LYYA,5000,125.166,502452.82,-123377.18
2026-04-21,A000000165,MER,500,529.7056,171328.52,-93524.28
2026-04-21,A000000165,RFDY,5000,419.6279,2985465.16,887325.66
2026-04-21,A000000165,ZQME,200,313.2173,54376.8,-8266.66
2026-04-21,A000000165,VOLI,200,130.4429,24021.65,-2066.93
2026-04-21,A000000166,ZYVC,500,121.0078,63665.91,3162.01
2026-04-21,A000000166,ZNPJ,2500,255.2307,946401.52,308324.77
2026-04-21,A000000166,PJAWE,200,429.1634,113336.95,27504.27
2026-04-21,A000000166,ZQME,2500,253.0304,679710.05,47134.05
2026-04-21,A000000166,IAWGP,500,647.7702,355508.44,31623.34
2026-04-21,A000000166,TCLH,2500,540.1682,2132682.2,782261.7
2026-04-21,A000000166,CIM,1000,543.8752,843371.32,299496.12
2026-04-21,A000000166,QLRI,100,782.524,32916.37,-45336.03
2026-04-21,A000000167,ORI,200,190.0132,53505.43,15502.79
2026-04-21,A000000170,PJAWE,5000,637.7337,2833423.74,-355244.76
2026-04-21,A000000170,DLYFL,200,43.7415,3799.17,-4949.13
2026-04-21,A000000170,YUQR,1000,431.9129,636410.56,204497.66
2026-04-21,A000000171,HQJJ,200,823.1893,107240.97,-57396.89
2026-04-21,A000000171,HQPT,1000,72.1628,54290.92,-17871.88
2026-04-21,A000000171,DDTO,200,296.3448,52687.21,-6581.75
2026-04-21,A000000171,RBQA,1000,769.3816,668555.29,-100826.31
2026-04-21,A000000171,HHSJ,500,504.9505,205145.81,-47329.44
2026-04-21,A000000171,UPIL,1000,139.8579,320003.59,180145.69
2026-04-21,A000000171,AWOX,5000,439.5095,1645152.4,-552395.1
2026-04-21,A000000171,OUNA,2500,598.4207,2004485.86,508434.11
2026-04-21,A000000174,HHYZ,1000,873.5941,744032.84,-129561.26
2026-04-21,A000000174,CZV,500,181.9901,113551.11,22556.06
2026-04-21,A000000174,ZNZWA,1000,144.7783,150040.76,5262.46
2026-04-21,A000000175,KLO,500,95.7075,71619.51,23765.76
2026-04-21,A000000175,TCLH,100,494.2821,85307.29,35879.08
2026-04-21,A000000175,NTUX,1000,450.8543,486239.03,35384.73
2026-04-21,A000000175,NKII,500,481.9417,348262.98,107292.13
2026-04-21,A000000175,LAHK,200,98.0637,15545.67,-4067.07
2026-04-21,A000000175,BDFL,100,107.5468,6462.15,-4292.53
2026-04-21,A000000176,AHF,2500,554.3357,3862462.89,2476623.64
2026-04-21,A000000176,SDSL,200,343.7605,67371.98,-1380.12
2026-04-21,A000000176,RBQA,100,518.2372,66855.53,15031.81
2026-04-21,A000000176,EFYM,200,136.3757,40042.93,12767.79
2026-04-21,A000000176,HJD,500,903.513,535749.37,83992.87
2026-04-21,A000000176,WXQLM,100,393.8549,68033.25,28647.76
2026-04-21,A000000176,ODGF,200,421.5707,83580.7,-733.44
2026-04-21,A000000176,ELSO,200,424.4236,43696.82,-41187.9
2026-04-21,A000000178,ZQME,2500,235.3189,679710.05,91412.8
2026-04-21,A000000178,IAWGP,200,386.2875,142203.38,64945.88
2026-04-21,A000000178,HXMDW,5000,634.2923,4420122.82,1248661.32
2026-04-21,A000000178,JBM,2500,455.1802,1079756.33,-58194.17
2026-04-21,A000000178,FZUGM,2500,97.7227,358220.96,113914.21
2026-04-21,A000000178,MURH,200,384.4912,72492.58,-4405.66
2026-04-21,A000000178,ILP,500,762.0208,421990.83,40980.43
2026-04-21,A000000178,ADLJL,2500,128.9805,530075.02,207623.77
2026-04-21,A000000179,NKII,1000,394.4995,696525.96,302026.46
2026-04-21,A000000180,UMBT,100,442.4618,34334.73,-9911.45
2026-04-21,A000000180,NPWW,5000,697.7407,3134745.0,-353958.5
2026-04-21,A000000180,YAVU,100,160.8685,22591.79,6504.94
2026-04-21,A000000180,CCT,200,103.6897,31535.7,10797.76
2026-04-21,A000000180,HQPT,500,77.9061,27145.46,-11807.59
2026-04-21,A000000181,DLYFL,5000,27.2125,94979.13,-41083.37
2026-04-21,A000000182,DBZP,500,187.2753,109121.29,15483.64
2026-04-21,A000000182,XJED,100,367.003,21635.7,-15064.6
2026-04-21,A000000182,HQPT,100,50.5882,5429.09,370.27
2026-04-21,A000000184,JPYTB,2500,240.6015,847662.58,246158.83
2026-04-21,A000000185,QLRI,200,576.3656,65832.75,-49440.37
2026-04-21,A000000186,ODGF,200,491.9187,83580.7,-14803.04
2026-04-21,A000000186,LYYA,2500,100.9993,251226.41,-1271.84
2026-04-21,A000000186,BMK,100,458.6731,35105.89,-10761.42
2026-04-21,A000000186,ZQME,100,393.1918,27188.4,-12130.78
2026-04-21,A000000186,ZMHJN,500,271.4414,92541.66,-43179.04
2026-04-21,A000000186,AWOX,200,426.5611,65806.1,-19506.12
2026-04-21,A000000186,NTUX,500,404.7567,243119.52,40741.17
2026-04-21,A000000186,JPYTB,100,215.5443,33906.5,12352.07
2026-04-21,A000000187,CIM,2500,820.0337,2108428.3,58344.05
2026-04-21,A000000187,HHYZ,500,636.9561,372016.42,53538.37
2026-04-21,A000000188,LUCRW,2500,71.7218,149963.78,-29340.72
2026-04-21,A000000188,JOERN,500,561.9135,249376.29,-31580.46
2026-04-21,A000000188,OIOO,500,644.3134,426324.4,104167.7
2026-04-21,A000000188,ZYVC,100,114.6984,12733.18,1263.34
2026-04-21,A000000188,RBQA,200,514.7444,133711.06,30762.18
2026-04-21,A000000188,SHI,100,193.5869,16427.52,-2931.17
2026-04-21,A000000189,JOW,1000,200.6599,228531.14,27871.24
2026-04-21,A000000189,ZGOJ,100,661.3751,79432.95,13295.44
2026-04-21,A000000190,PSPEQ,500,651.6944,360831.35,34984.15
2026-04-21,A000000190,QZIZI,2500,553.4539,1926690.25,543055.5
2026-04-21,A000000190,XREL,5000,808.2288,3381980.28,-659163.72
2026-04-21,A000000190,FBYB,500,590.9279,541432.34,245968.39
2026-04-21,A000000191,BIBMX,2500,100.7698,383857.39,131932.89
2026-04-21,A000000191,CIM,200,682.8833,168674.26,32097.6
2026-04-21,A000000191,ZYVC,1000,129.8894,127331.82,-2557.58
2026-04-21,A000000191,QLRI,100,879.2869,32916.37,-55012.32
2026-04-21,A000000191,UCEN,100,99.6398,9823.5,-140.48
2026-04-21,A000000191,AHF,500,594.4006,772492.58,475292.28
2026-04-21,A000000192,COBO,5000,397.0189,1653732.09,-331362.41
2026-04-21,A000000194,BULH,1000,429.995,356864.84,-73130.16
2026-04-21,A000000194,FZUGM,1000,122.3544,143288.38,20933.98
2026-04-21,A000000194,XREL,5000,690.2916,3381980.28,-69477.72
2026-04-21,A000000194,EFYM,5000,160.3905,1001073.16,199120.66
2026-04-21,A000000194,LUCRW,1000,50.3249,59985.51,9660.61
2026-04-21,A000000196,LYYA,500,72.5673,50245.28,13961.63
2026-04-21,A000000197,LAHK,200,101.1704,15545.67,-4688.41
